record_number,record_type,business_name,address,expiration_date,status,notes,disciplinary_action,Unnamed: 8,program_type,license_category,license_class,source_file,home_delivery,latitude,longitude,geocode_status,geocode_precision,geocode_source
GR-C-000308,Class C Grower – License,Gage Cannabis Company,"23424 Amber AVE, Warren MI 48089",07/30/2026,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.4666786,-82.9971637,success,address,nominatim
GR-C-000067,Class C Grower – License,"Country Boy Farms, LLC","1117 North Main ST, Chesaning MI 48616",07/22/2022,Closed - Suspended,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.1927841,-84.1103459,success,address,nominatim
GR-C-000327,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000326,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000325,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000324,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000323,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000322,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000321,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000320,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000319,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000318,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000317,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000316,Class C Grower – License,"Green Standard Cultivation, LLC","51661 28th AVE, Bangor MI 49013",07/24/2026,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,42.315968,-86.0490212,success,address,nominatim
GR-C-000183,Class C Grower – License,Pure Flower Company,"818 Terminal RD, Lansing MI 48906",07/19/2026,Active,,,,MED,Grower,C,MED - Class C Grower.csv,,42.7658383,-84.5648267,success,address,nominatim
GR-C-000091,Class C Grower – License,Tend.Harvest.Cultivate.,"1751 West Beecher ST, Adrian MI 49221",07/16/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000092,Class C Grower – License,Tend.Harvest.Cultivate.,"1751 West Beecher ST, Adrian MI 49221",07/16/2025,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000093,Class C Grower – License,Tend.Harvest.Cultivate.,"1751 West Beecher ST, Adrian MI 49221",07/16/2025,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,41.8894791,-84.040192,success,address,nominatim
GR-C-000141,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000140,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000139,Class C Grower – License,PharmaCann Michigan,"21550 Hoover RD, Warren MI 48089",07/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4545155,-83.0053046,success,address,nominatim
GR-C-000292,Class C Grower – License,Glorious Cannabis Company,"1541 E Huron RD, Au Gres MI 48703",09/10/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0479827,-83.693129,success,address,nominatim
GR-C-000287,Class C Grower – License,A2BG LLC,"520 Hammontree DR Suite B, Morenci MI 49256",06/28/2021,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,41.714234548488,-84.205547712839,success,address,arcgis
GR-C-000018,Class C Grower – License,Healing Organic Garden L.L.C.,"6683 Cannon Center DR, Rockford MI 49341",06/07/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.1045425,-85.45689690294734,success,address,photon
GR-C-000086,Class C Grower – License,Narvona,"4403 Clio RD Unit 1, Flint MI 48504",05/28/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.947670200000005,-83.70248345767833,success,address,photon
GR-C-000085,Class C Grower – License,Narvona,"4403 Clio RD Unit 1, Flint MI 48504",05/28/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.947670200000005,-83.70248345767833,success,address,photon
GR-C-000084,Class C Grower – License,Narvona,"4403 Clio RD Unit 1, Flint MI 48504",05/28/2021,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.947670200000005,-83.70248345767833,success,address,photon
GR-C-000083,Class C Grower – License,Narvona,"4403 Clio RD Unit 1, Flint MI 48504",05/28/2021,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.947670200000005,-83.70248345767833,success,address,photon
GR-C-000082,Class C Grower – License,Narvona,"4403 Clio RD Unit 1, Flint MI 48504",05/28/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.947670200000005,-83.70248345767833,success,address,photon
GR-C-000081,Class C Grower – License,Narvona,"4403 Clio RD Unit 1, Flint MI 48504",05/28/2021,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.947670200000005,-83.70248345767833,success,address,photon
GR-C-000276,Class C Grower – License,VB Chesaning,"624 Brady ST, Chesaning MI 48616",05/29/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.1878189,-84.1214755,success,address,nominatim
GR-C-000275,Class C Grower – License,VB Chesaning,"624 Brady ST, Chesaning MI 48616",05/29/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.1878189,-84.1214755,success,address,nominatim
GR-C-000274,Class C Grower – License,VB Chesaning,"624 Brady ST, Chesaning MI 48616",05/29/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.1878189,-84.1214755,success,address,nominatim
GR-C-000273,Class C Grower – License,VB Chesaning,"624 Brady ST, Chesaning MI 48616",05/29/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.1878189,-84.1214755,success,address,nominatim
GR-C-000272,Class C Grower – License,VB Chesaning,"624 Brady ST, Chesaning MI 48616",05/29/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.1878189,-84.1214755,success,address,nominatim
GR-C-000261,Class C Grower – License,Primitiv,"1230 Mason CT, Webberville MI 48892",05/13/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.660601,-84.1910883,success,address,nominatim
GR-C-000196,Class C Grower – License,Information Entropy I(X1),"21055 East M48, Detour MI 49725",05/17/2021,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,46.01250345633,-84.066241152615,success,address,arcgis
GR-C-000303,Class C Grower – License,Green Arrow,"34280 56TH ST, Bangor MI 49013",05/13/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.293866077575,-86.09463942521,success,address,arcgis
GR-C-000302,Class C Grower – License,Green Arrow,"34280 56th ST, Bangor MI 49013",05/13/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.293866077575,-86.09463942521,success,address,arcgis
GR-C-000277,Class C Grower – License,Green Arrow,"34280 56th ST, Bangor MI 49013",05/13/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.293866077575,-86.09463942521,success,address,arcgis
GR-C-000068,Class C Grower – License,Medical Greens Inc.,"1204 W US 2 HWY, Germfask MI 49836",05/02/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,46.101693946916,-85.928722669337,success,address,arcgis
GR-C-000286,Class C Grower – License,"Pharmaco, Inc.","1680 Marquette Avenue, Bay City MI 48706",02/21/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.6177411,-83.8687043,success,address,nominatim
GR-C-000260,Class C Grower – License,Sapphire Farms,"24685 County Road 681, Bangor MI 49013",04/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.3297403,-86.1092745,success,address,nominatim
GR-C-000283,Class C Grower – License,Dragonfly Vega,"26980 County Road 215, Bangor MI 49013",04/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.291691,-85.1862766813368,success,address,photon
GR-C-000282,Class C Grower – License,Dragonfly Vega,"26980 County Road 215 Unit 1, Arlington MI 49013",04/25/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.321181987562,-86.073067004826,success,address,arcgis
GR-C-000245,Class C Grower – License,Dragonfly Vega,"26980 County Road 215 Unit 1, Arlington MI 49013",04/25/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.321181987562,-86.073067004826,success,address,arcgis
GR-C-000231,Class C Grower – License,Dragonfly Apollo,"24685 County Road 681 Suite 2, Arlington MI 49013",04/25/2020,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.330256403578,-86.103169436615,success,address,arcgis
GR-C-000230,Class C Grower – License,Dragonfly Apollo,"24685 County Road 681 Suite 2, Arlington MI 49013",04/25/2020,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.330256403578,-86.103169436615,success,address,arcgis
GR-C-000220,Class C Grower – License,Dragonfly Apollo,"24685 County Road 681 Suite 2, Arlington MI 49013",04/25/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.330256403578,-86.103169436615,success,address,arcgis
GR-C-000159,Class C Grower – License,K.I.L.O. Farms,"5437 Roehrs RD, Beaverton MI 48612",04/25/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8308988,-84.5057942,success,address,nominatim
GR-C-000271,Class C Grower – License,"VB Chesaning, LLC","624 Brady ST, Chesaning MI 48616",07/12/2019,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.1878189,-84.1214755,success,address,nominatim
GR-C-000232,Class C Grower – License,"Vendco Michigan, Inc","24649 Mound RD Suite 1, Warren MI 48091",08/09/2023,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.47443766914,-83.046245594996,success,address,arcgis
GR-C-000061,Class C Grower – License,"R-PTN Haltiner, LLC","55 Haltiner ST, River Rouge MI 48218",03/21/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2709996,-83.1357168,success,address,nominatim
GR-C-000235,Class C Grower – License,"OrganiLife of Michigan, LLC","15403 Sharon RD, Chesaning MI 48616",03/21/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.1964462,-84.117339,success,address,nominatim
GR-C-000262,Class C Grower – License,Lume Cannabis Co.,"9741 S Industrial Park DR, Evart MI 49631",03/21/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000263,Class C Grower – License,Attitude Wellness LLC,"9741 South Industrial Park DR, Evart MI 49631",04/22/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000264,Class C Grower – License,Attitude Wellness LLC,"9741 South Industrial Park DR, Evart MI 49631",04/22/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000265,Class C Grower – License,Attitude Wellness LLC,"9741 South Industrial Park DR, Evart MI 49631",04/22/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000266,Class C Grower – License,Lume Cannabis Co.,"9741 S Industrial Park DR, Evart MI 49631",03/21/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000267,Class C Grower – License,Lume Cannabis Co.,"9741 S Industrial Park DR, Evart MI 49631",03/21/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000268,Class C Grower – License,Attitude Wellness LLC,"9741 South Industrial Park, Evart MI 49631",04/22/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8965443,-85.2825943,success,address,photon
GR-C-000269,Class C Grower – License,Attitude Wellness LLC,"9741 South Industrial Park DR, Evart MI 49631",04/22/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000270,Class C Grower – License,Attitude Wellness LLC,"9741 South Industrial Park DR, Evart MI 49631",04/22/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,43.8958198,-85.2793866,success,address,nominatim
GR-C-000186,Class C Grower – License,Whispering Green Exotics,"41485 Production DR, Harrison Township MI 48045",03/21/2023,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.5978631,-82.8537394,success,address,nominatim
GR-C-000136,Class C Grower – License,Alvarez Cultivation LLC,"7266 Cain RD, Leoni Township MI 49201",02/21/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.2628862,-84.2852695,success,address,nominatim
GR-C-000135,Class C Grower – License,Alvarez Cultivation LLC,"7266 Cain RD, Jackson MI 49201",02/21/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2628862,-84.2852695,success,address,nominatim
GR-C-000134,Class C Grower – License,Alvarez Cultivation LLC,"7266 Cain RD, Leoni Township MI 49201",02/21/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.2628862,-84.2852695,success,address,nominatim
GR-C-000234,Class C Grower – License,"Great Lakes Cultivation, LLC","3323 Associates DR, Burton MI 48529",02/21/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.9797555,-83.6676654,success,address,nominatim
GR-C-000133,Class C Grower – License,Alvarez Cultivation LLC,"7266 Cain RD, Leoni Township MI 49201",02/21/2020,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,42.2628862,-84.2852695,success,address,nominatim
GR-C-000209,Class C Grower – License,Great Lakes Natural Remedies Inc,"3435 Sheridan AVE, Saginaw MI 48601",02/21/2023,Closed - Suspended,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.3926152,-83.9359616,success,address,nominatim
GR-C-000021,Class C Grower – License,Real Leaf Solutions,"1707 Enterprise DR, Kalkaska MI 49646",02/21/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,44.7374712,-85.1659146,success,address,nominatim
GR-C-000256,Class C Grower – License,Glorious Cannabis Company,"1541 E Huron RD, Au Gres MI 48703",09/10/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0479827,-83.693129,success,address,nominatim
GR-C-000102,Class C Grower – License,"Free Reign, LLC","23748 Amber AVE, Warren MI 48089",02/21/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.4690876,-82.9972468,success,address,nominatim
GR-C-000198,Class C Grower – License,Exclusive Ann Arbor,"975 Phoenix DR, Ann Arbor MI 48108",09/10/2025,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,42.2325173,-83.7281867,success,address,nominatim
GR-C-000204,Class C Grower – License,Glorious Cannabis Company,"2497 E Huron RD, Au Gres MI 48703",09/10/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0482673,-83.6953427,success,address,nominatim
GR-C-000025,Class C Grower – License,"Golden Harvests, LLC","333 Morton ST, Bay City MI 48706",12/21/2026,Active,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.5763313,-83.90916,success,address,nominatim
GR-C-000182,Class C Grower – License,High Level Health,"3515 North Euclid AVE, Bay City MI 48706",12/07/2024,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,43.6056704,-83.9150015,success,address,nominatim
GR-C-000181,Class C Grower – License,Glorious Cannabis Company,"2466 E Huron RD, Au Gres MI 48703",09/10/2022,Closed,,,,MED,Grower,C,MED - Class C Grower.csv,,44.0482673,-83.6953427,success,address,nominatim
GR-C-000193,Class C Grower – License,Glorious Cannabis Company,"2497 E Huron RD, Au Gres MI 48703",09/10/2022,Closed,,Public Documents Available,,MED,Grower,C,MED - Class C Grower.csv,,44.0482673,-83.6953427,success,address,nominatim
